C:\Users\sande\OneDrive\Desktop\Autonomous_Car\Data\IMG\center_2021_10_29_15_57_28_082.jpg, C:\Users\sande\OneDrive\Desktop\Autonomous_Car\Data\IMG\left_2021_10_29_15_57_28_082.jpg, C:\Users\sande\OneDrive\Desktop\Autonomous_Car\Data\IMG\right_2021_10_29_15_57_28_082.jpg, 0, 0, 0, 5.175946
C:\Users\sande\OneDrive\Desktop\Autonomous_Car\Data\IMG\center_2021_10_29_15_57_28_186.jpg, C:\Users\sande\OneDrive\Desktop\Autonomous_Car\Data\IMG\left_2021_10_29_15_57_28_186.jpg, C:\Users\sande\OneDrive\Desktop\Autonomous_Car\Data\IMG\right_2021_10_29_15_57_28_186.jpg, 0, 0, 0, 5.122599
C:\Users\sande\OneDrive\Desktop\Autonomous_Car\Data\IMG\center_2021_10_29_15_57_28_286.jpg, C:\Users\sande\OneDrive\Desktop\Autonomous_Car\Data\IMG\left_2021_10_29_15_57_28_286.jpg, C:\Users\sande\OneDrive\Desktop\Autonomous_Car\Data\IMG\right_2021_10_29_15_57_28_286.jpg, 0, 0, 0, 5.06979
C:\Users\sande\OneDrive\Desktop\Autonomous_Car\Data\IMG\center_2021_10_29_15_57_28_389.jpg, C:\Users\sande\OneDrive\Desktop\Autonomous_Car\Data\IMG\left_2021_10_29_15_57_28_389.jpg, C:\Users\sande\OneDrive\Desktop\Autonomous_Car\Data\IMG\right_2021_10_29_15_57_28_389.jpg, 0, 0, 0, 5.007116
C:\Users\sande\OneDrive\Desktop\Autonomous_Car\Data\IMG\center_2021_10_29_15_57_28_489.jpg, C:\Users\sande\OneDrive\Desktop\Autonomous_Car\Data\IMG\left_2021_10_29_15_57_28_489.jpg, C:\Users\sande\OneDrive\Desktop\Autonomous_Car\Data\IMG\right_2021_10_29_15_57_28_489.jpg, 0, 0, 0, 4.955466
C:\Users\sande\OneDrive\Desktop\Autonomous_Car\Data\IMG\center_2021_10_29_15_57_28_592.jpg, C:\Users\sande\OneDrive\Desktop\Autonomous_Car\Data\IMG\left_2021_10_29_15_57_28_592.jpg, C:\Users\sande\OneDrive\Desktop\Autonomous_Car\Data\IMG\right_2021_10_29_15_57_28_592.jpg, 0, 0, 0, 4.904334
C:\Users\sande\OneDrive\Desktop\Autonomous_Car\Data\IMG\center_2021_10_29_15_57_28_694.jpg, C:\Users\sande\OneDrive\Desktop\Autonomous_Car\Data\IMG\left_2021_10_29_15_57_28_694.jpg, C:\Users\sande\OneDrive\Desktop\Autonomous_Car\Data\IMG\right_2021_10_29_15_57_28_694.jpg, 0, 0, 0, 4.853714
C:\Users\sande\OneDrive\Desktop\Autonomous_Car\Data\IMG\center_2021_10_29_15_57_28_796.jpg, C:\Users\sande\OneDrive\Desktop\Autonomous_Car\Data\IMG\left_2021_10_29_15_57_28_796.jpg, C:\Users\sande\OneDrive\Desktop\Autonomous_Car\Data\IMG\right_2021_10_29_15_57_28_796.jpg, 0, 0, 0, 4.803603
C:\Users\sande\OneDrive\Desktop\Autonomous_Car\Data\IMG\center_2021_10_29_15_57_28_898.jpg, C:\Users\sande\OneDrive\Desktop\Autonomous_Car\Data\IMG\left_2021_10_29_15_57_28_898.jpg, C:\Users\sande\OneDrive\Desktop\Autonomous_Car\Data\IMG\right_2021_10_29_15_57_28_898.jpg, 0, 0, 0, 4.753994
C:\Users\sande\OneDrive\Desktop\Autonomous_Car\Data\IMG\center_2021_10_29_15_57_28_998.jpg, C:\Users\sande\OneDrive\Desktop\Autonomous_Car\Data\IMG\left_2021_10_29_15_57_28_998.jpg, C:\Users\sande\OneDrive\Desktop\Autonomous_Car\Data\IMG\right_2021_10_29_15_57_28_998.jpg, 0, 0, 0, 4.704884
C:\Users\sande\OneDrive\Desktop\Autonomous_Car\Data\IMG\center_2021_10_29_15_57_29_100.jpg, C:\Users\sande\OneDrive\Desktop\Autonomous_Car\Data\IMG\left_2021_10_29_15_57_29_100.jpg, C:\Users\sande\OneDrive\Desktop\Autonomous_Car\Data\IMG\right_2021_10_29_15_57_29_100.jpg, 0, 0, 0, 4.656267
